time(ms),acc.x,acc.y,acc.z,acclinear.x,acclinear.y,acclinear.z,gravity.x,gravity.y,gravity.z,gyroscope.x,gyroscope.y,gyroscope.z,RV.x,RV.y,RV.z,RV.cos,RV.heading
3361,0.20595,0.91800004,9.835951,-0.07,0.043,0.069,0.275,0.868,9.764,-0.005225,-0.046475,0.032449998,0.045651,-0.008905,0.113962,0.992395,0
3401,0.38805002,0.93000007,9.999001,0.07,0.075,0.192,0.283,0.864,9.764,-0.0191125,0.011,0.0378125,0.045478,-0.009306,0.114811,0.992302,0
3441,0.38505003,1.00395,9.970051,0.077,0.124,0.206,0.304,0.869,9.763,0.0427625,-0.0177375,-0.00165,0.045886,-0.010296,0.115144,0.992234,0
3481,0.165,1.023,9.56505,-0.144,0.123,-0.199,0.308,0.898,9.76,0.0385,-0.0433125,0.0185625,0.047413,-0.010389,0.11515,0.992161,0
3521,0.40695003,0.906,9.90795,0.089,-0.002,0.169,0.319,0.901,9.759,-0.0191125,0.0441375,0.0015125,0.047613,-0.010856,0.11552,0.992103,0
3561,0.13605,0.94200003,9.786,-0.162,0.034,0.019,0.298,0.905,9.76,0.0160875,-0.04015,-0.0133375,0.047678,-0.009825,0.115259,0.992141,0
3601,0.51000005,0.79605,10.08495,0.129,-0.115,0.319,0.321,0.905,9.759,0.0268125,-0.046475,0.0196625,0.047822,-0.010963,0.115218,0.992127,0
3642,0.35205,0.91800004,10.056001,0.1,-0.031,0.252,0.303,0.917,9.758,0.045925,0.2358125,-0.0389125,0.048315,-0.009773,0.115146,0.992124,0
3681,0.04095,0.97005004,9.90795,-0.209,0.019,0.144,0.25,0.947,9.757,0.1502875,-0.0273625,0.0196625,0.049675,-0.006878,0.115036,0.992094,0
3721,0.53595,0.95400006,9.4480505,0.257,-0.056,-0.311,0.273,1.009,9.75,0.131175,-0.086899996,0.040975,0.052969,-0.007984,0.115799,0.991827,0
3761,0.28305,1.07805,9.477,-0.022,0.037,-0.28,0.294,1.038,9.747,0.0033,0.078099996,-0.0570625,0.0544,-0.00876,0.115272,0.991804,0
3801,0.44505003,1.0999501,9.7879505,0.152,0.054,0.031,0.283,1.034,9.747,0.0416625,-0.0240625,0.0154,0.054198,-0.008313,0.114963,0.991855,0
3841,0.59400004,1.21695,9.24195,0.277,0.149,-0.536,0.322,1.061,9.743,-0.0020625,-0.0347875,-0.0528,0.055766,-0.010141,0.114612,0.991791,0
3882,0.45705003,1.131,10.33395,0.119,0.09,0.578,0.329,1.04,9.745,-0.1021625,0.037675,-0.0517,0.054592,-0.010676,0.113367,0.991994,0
3921,0.63195,1.263,10.11795,0.277,0.215,0.36,0.349,1.037,9.745,0.010725,-0.1018875,-0.0389125,0.054662,-0.011849,0.11256,0.992069,0
3961,1.0819501,1.0879501,10.35795,0.668,0.043,0.607,0.407,1.032,9.743,-0.01155,0.021724999,-0.025024999,0.05472,-0.014737,0.112047,0.992085,0
4001,0.63195,1.3770001,9.490951,0.209,0.311,-0.26,0.417,1.064,9.739,0.113025,-0.0411125,-0.034649998,0.056506,-0.015146,0.111456,0.992045,0
4041,0.72300005,1.3060501,9.642,0.273,0.193,-0.104,0.448,1.1,9.734,-0.040425,0.0484,0.0292875,0.05866,-0.01681,0.111488,0.99189,0
4081,0.39495003,1.2430501,9.43395,-0.035,0.124,-0.308,0.429,1.116,9.733,0.052249998,0.0484,-0.00275,0.059116,-0.015406,0.111931,0.991836,0
4121,-0.26205,1.0180501,8.851951,-0.649,-0.129,-0.893,0.39,1.136,9.732,-0.0094875,0.0078375,0.0452375,0.059952,-0.013317,0.112062,0.991801,0
4161,-0.040050004,0.59205,9.57495,-0.398,-0.497,-0.164,0.37,1.08,9.739,-0.1362625,0.021724999,0.092125,0.056959,-0.01254,0.113408,0.991835,0
4201,-0.63105005,0.77895004,9.75195,-0.917,-0.256,-0.01,0.304,1.017,9.748,-0.08195,0.011,0.0836,0.0534,-0.009461,0.115041,0.991879,0
4242,0.46005002,0.81705004,10.173,0.061,-0.141,0.35,0.323,0.939,9.756,-0.2608375,-0.1530375,0.10065,0.049557,-0.010791,0.116883,0.991849,0
4281,0.043050002,0.975,12.130051,-0.213,0.194,2.349,0.242,0.763,9.773,-0.5058625,0.626725,0.06545,0.040129,-0.007689,0.118061,0.992165,0
4321,0.35895002,1.5280501,11.478001,0.313,0.764,1.691,0.04,0.761,9.776,0.5135625,0.238975,0.21133749,0.038803,0.002691,0.121681,0.991806,0
4361,0.06705,1.641,7.28805,-0.002,0.558,-2.46,0.057,1.075,9.747,0.7352125,-0.0752125,-0.1901625,0.054882,0.003816,0.122028,0.991,0
4401,-0.74595004,0.63495004,8.325001,-0.773,-0.555,-1.413,0.038,1.182,9.735,-0.14795,0.1122,-0.278575,0.060002,0.005235,0.116434,0.99137,0
4442,-0.53805,-0.24195,10.99905,-0.465,-1.277,1.241,-0.065,1.045,9.75,-0.1863125,0.2624875,-0.2008875,0.05267,0.009341,0.112385,0.992223,0
4481,0.14595,0.41700003,9.505051,0.259,-0.639,-0.256,-0.123,1.047,9.749,0.247225,0.036575,-0.079475,0.052718,0.012246,0.110233,0.992431,0
4521,-0.70995003,1.0159501,8.842051,-0.571,-0.083,-0.905,-0.137,1.091,9.744,-0.020075,0.020624999,-0.180675,0.054599,0.012993,0.107413,0.992629,0
4561,-0.66195005,0.93195003,10.30305,-0.457,-0.105,0.546,-0.195,1.031,9.75,-0.1458875,0.039875,-0.0048125,0.050958,0.016088,0.105494,0.992983,0
4601,-0.31500003,1.1550001,10.39095,-0.1,0.133,0.626,-0.213,1.01,9.752,0.0650375,-0.080575,0.025024999,0.050244,0.016222,0.105946,0.992969,0
4642,-0.20205002,1.176,9.453,-0.027,0.104,-0.294,-0.163,1.066,9.747,0.1013375,-0.117837496,-0.045375,0.053387,0.013971,0.105573,0.992879,0
4681,-0.58305,0.94200003,10.08195,-0.403,-0.121,0.331,-0.168,1.06,9.747,-0.0691625,0.061049998,-0.0858,0.052981,0.01418,0.104039,0.993059,0
4721,-0.57795,0.966,10.188001,-0.334,-0.097,0.44,-0.237,1.05,9.747,0.1076625,0.0334125,0.0452375,0.05221,0.017678,0.103454,0.993105,0
4761,0.08400001,1.2100501,9.240001,0.292,0.093,-0.507,-0.208,1.108,9.741,0.113025,-0.0358875,0.0270875,0.055165,0.016521,0.104427,0.992863,0
4801,0.060000002,1.34595,9.84105,0.262,0.202,0.095,-0.209,1.133,9.738,0.0320375,0.070675,0.0367125,0.056435,0.016719,0.104942,0.992734,0
4842,0.14400001,1.5120001,9.23295,0.331,0.35,-0.526,-0.18,1.175,9.734,0.011825,-0.081675,-0.03575,0.058717,0.015476,0.105203,0.992595,0
4881,-0.18300001,1.2049501,10.19505,-0.024,0.043,0.45,-0.152,1.152,9.737,-0.1331,0.002475,-0.0411125,0.057714,0.013902,0.104081,0.992795,0
4921,0.27105,1.131,10.120951,0.407,0,0.379,-0.137,1.131,9.74,0.0587125,-0.0209,-0.0187,0.056729,0.01301,0.103999,0.992872,0
4961,-0.34395,1.332,9.225,-0.182,0.136,-0.487,-0.13,1.172,9.735,0.080025,-0.0240625,-0.0644875,0.05891,0.012797,0.102807,0.992872,0
5002,0.043050002,1.22895,9.714001,0.149,0.043,-0.023,-0.109,1.182,9.734,-0.0754875,-0.07095,-0.0240625,0.059529,0.011722,0.102105,0.992921,0
5041,-0.08805001,1.143,10.123051,0.001,-0.025,0.382,-0.082,1.155,9.737,-0.0243375,-0.0347875,-0.0240625,0.058298,0.010218,0.101491,0.993074,0
5081,-0.10395,1.131,9.786,-0.026,-0.031,0.042,-0.067,1.162,9.737,0.0650375,-0.0752125,0.007975,0.058727,0.009473,0.101279,0.993077,0
5121,-0.20205002,1.12395,9.628051,-0.137,-0.055,-0.12,-0.053,1.171,9.736,-0.005225,-0.0017875,0.006875,0.059271,0.008781,0.101332,0.993046,0
